ID Geography,Geography,Property Value (2013),Property Value (2014),Property Value (2015),Property Value (2016),Property Value (2017),Property Value (2018),Property Value Moe (2013),Property Value Moe (2014),Property Value Moe (2015),Property Value Moe (2016),Property Value Moe (2017),Property Value Moe (2018)
"05000US53027","Grays Harbor County, WA",156300,169700,157400,151800,169200,193300,9688,12205,8859,15465.999999999998,10450,24366
"05000US26077","Kalamazoo County, MI",127700,135700,148500,155500,158500,163900,5207,5247,4804,5221,4913,5730
"05000US26075","Jackson County, MI",111000,109400,127800,123700,131300,137300,6457,5502,6050,6973,8136.000000000001,7120
"05000US47065","Hamilton County, TN",155300,160400,164300,172800,177300,182100,3534,3858,4767,3557,5549,6942.999999999999
"05000US12005","Bay County, FL",142800,163200,165600,177700,171500,179200,10680,7391.000000000001,6320,9170,7250,10337
"05000US26073","Isabella County, MI",118400,129700,125400,132200,136100,139200,7508.000000000001,5257,7274.000000000001,7415,11186,8216
"05000US26065","Ingham County, MI",118300,114800,124100,129100,134400,142700,4646,5226,4708,4724,6890.000000000001,6313
"05000US47093","Knox County, TN",161800,163100,168900,174100,180200,191300,4248,4432,3722,3482,4956,5141
"05000US12009","Brevard County, FL",135900,149400,158800,175600,195400,221300,5271,4991,4448,5352,5994,5191
"05000US53025","Grant County, WA",146300,160400,160300,159300,177900,201600,12229,12126,14109.000000000001,12962,13061,19129
"05000US26055","Grand Traverse County, MI",164700,166400,177100,212300,198000,220200,7485.999999999999,6630,9674,13354,15199,15674.999999999998
"05000US26049","Genesee County, MI",82800,93800,99200,106900,110000,118700,2577,4274,3979,3339,4738,3962
"05000US47113","Madison County, TN",122500,112300,132500,134500,131200,133700,8673,6104,9039,7554,12819,15607
"05000US12011","Broward County, FL",181000,200900,222900,246100,260700,277600,5948,4707,5491,4893,4889,5132
"05000US26045","Eaton County, MI",134400,131600,146000,143300,156000,166000,7323,6183,4174,5410,6033,5182
"05000US26037","Clinton County, MI",157200,161300,155200,172800,177100,174600,5408,5211,5992,6181,10118,8098.999999999999
"05000US47119","Maury County, TN",142600,147000,148800,164100,188600,213300,9573,9866,9109,8165,12000,14921.999999999998
"05000US12015","Charlotte County, FL",138000,146300,167300,180600,193600,206600,7153,8011.999999999999,5925,11947,7126,9828
"05000US53021","Franklin County, WA",165200,177000,178600,186500,209900,222100,5448,11527,11276,9568,12199,16754
"05000US26025","Calhoun County, MI",95300,95800,101400,113900,116200,107700,5428,5040,5638,5748,8158,5668
"05000US26021","Berrien County, MI",123100,141600,141200,153600,150400,152900,4295,5456,7645.000000000001,6418,7053,5786
"05000US47125","Montgomery County, TN",147000,144700,155600,159500,167600,181000,5967,5520,7174.000000000001,7002.000000000001,5987,8637
"05000US12017","Citrus County, FL",107500,116300,115900,121900,128900,137600,7722.999999999999,9337,8194,8085,8039.000000000001,8317
"05000US26017","Bay County, MI",88400,104600,94100,100600,102800,105900,4199,4916,4893,4883,6268,5570
"05000US26005","Allegan County, MI",140100,136800,152500,157600,160000,170200,8408,7739,6834,7433,6561,6785
"05000US47141","Putnam County, TN",137900,143500,153200,157300,160400,162000,14941.999999999998,11386,9344,4615,8101.000000000001,10268
"05000US12019","Clay County, FL",145200,157900,166900,170300,177700,194800,7327,7857.000000000001,7305,5897,10177,10564
"05000US53015","Cowlitz County, WA",179300,165400,187900,197000,208900,244000,8433,8410,9291,11087,11716,14182
"05000US25027","Worcester County, MA",248800,255500,257400,269700,281100,291800,4556,5312,4621,5515,3868,4028
"05000US25025","Suffolk County, MA",365600,394800,432400,472500,497000,538000,7726,9168,9746,11159,13386,18248
"05000US47147","Robertson County, TN",150500,151000,165700,169500,172300,218500,11465,13348,10060,7941.999999999999,11328,11545
"05000US12021","Collier County, FL",260400,273100,315000,357300,358900,369700,12620,13872,12563,14196,12661,13132
"05000US25023","Plymouth County, MA",329800,328800,339800,354000,368100,388500,6829,6498,6488,7390,5805,7024.999999999999
"05000US25021","Norfolk County, MA",395000,413000,429200,446100,473400,496600,6877.999999999999,8040,8961,8492,7061,9750
"05000US47149","Rutherford County, TN",159200,159500,168600,178400,216600,234300,4605,4696,5099,7544,7488.000000000001,7495
"05000US12023","Columbia County, FL",97600,106700,110200,111700,145500,124100,6560,13788,12881,10716,13667,12656
"05000US53011","Clark County, WA",225600,239800,262700,294400,329200,358500,4851,4485,6248,4845,6382,4825
"05000US25017","Middlesex County, MA",404600,427800,450800,477500,511700,543600,7281.000000000001,5049,5092,4494,9560,9627
"05000US25015","Hampshire County, MA",256800,259000,281700,288700,273200,291800,9831,10221,8828,9560,7306.000000000001,9940
"05000US47155","Sevier County, TN",158500,154500,166100,164800,185900,186800,7818,12256,11365,6231,17370,9068
"05000US12031","Duval County, FL",136000,138700,153300,164300,185900,191500,4008,5334,3821,3833.9999999999995,4987,4460
"05000US25013","Hampden County, MA",193600,198900,197900,198700,208800,217600,4292,4877,4372,4678,6440,6171
"05000US25011","Franklin County, MA",221100,226700,226800,230500,230300,238400,6588,10986,11620,9182,7793,7538.000000000001
"05000US47157","Shelby County, TN",123000,130700,135800,141200,148600,157700,3380,4655,3568,5056,4817,4499
"05000US12033","Escambia County, FL",116900,117800,124400,131000,143900,150700,4660,4591,5735,7141,7686,6151
"05000US53009","Clallam County, WA",218300,215600,220300,225200,256200,281800,12404,11338,13009,16644,14597.999999999998,11406
"05000US25009","Essex County, MA",346600,359500,374400,384400,405500,444700,4400,4912,5477,5102,7603.000000000001,7106
"05000US25005","Bristol County, MA",267300,274500,275000,290900,301800,317500,4368,5582,4654,5638,6444,6342
"05000US47163","Sullivan County, TN",129600,122600,133800,128400,142800,145800,6473,8517,6324,6964.999999999999,7480.999999999999,5213
"05000US12035","Flagler County, FL",162800,163600,181100,207900,225400,224700,8040,8209,7448.000000000001,9221,11394,8591
"05000US25003","Berkshire County, MA",199700,202200,209400,198100,205900,224800,9445,11625,15160,9736,16485,13360
"05000US25001","Barnstable County, MA",361300,359700,375300,383200,401100,408000,7829,8253,8311,8026.999999999999,11685,13509
"05000US47165","Sumner County, TN",174000,178000,188700,210600,238400,250700,7101,8869,9232,10321,9704,8832
"05000US12053","Hernando County, FL",105100,111900,121200,126800,142700,153300,4398,5313,6983,5402,5202,6067
"05000US53007","Chelan County, WA",242500,236500,250500,259300,289900,320100,25948,13140,19849,16888,24309,29335.000000000003
"05000US24510","Baltimore city, MD",150000,150800,155600,153500,154400,167800,4667,5237,5054,5613,5028,4675
"05000US24045","Wicomico County, MD",166000,174400,176000,173700,167400,173700,8658,10173,8494,9653,5806,9179
"05000US47179","Washington County, TN",142200,147200,152600,163700,162500,166700,6381,8693,8770,8322,8513,7346.000000000001
"05000US12055","Highlands County, FL",80500,80800,92600,92100,100200,105800,6531,5992,12868,10913,9505,10801
"05000US24043","Washington County, MD",203600,201800,206900,202700,219100,211600,9623,11529,9770,9579,9364,11239
"05000US24037","St. Mary's County, MD",290400,291300,293700,307900,294000,309800,15677,9789,9548,16227.999999999998,11909,16612
"05000US47187","Williamson County, TN",330800,352000,379900,427800,451400,462000,14393.999999999998,10663,11852,13495,11264,8684
"05000US12057","Hillsborough County, FL",152900,164200,183000,195800,213600,232500,3398.9999999999995,3175,3771,4010,3703.0000000000004,3775
"05000US53005","Benton County, WA",176500,189500,197300,206500,238900,261200,6550,6234,6036,9996,11937,11384
"05000US24033","Prince George's County, MD",247600,254000,272200,284800,299700,320500,3831,4389,4241,3718.0000000000004,5122,4426
"05000US24031","Montgomery County, MD",447300,460900,474900,475300,477800,489000,6987.000000000001,6998,7098,7345,7534,6558
"05000US47189","Wilson County, TN",201700,207200,233400,234800,260200,276700,10167,10338,11219,12107,9106,9193
"05000US12061","Indian River County, FL",151100,167800,174000,183600,200000,220800,14096,9151,13127,11257,15549.999999999998,15230.999999999998
"05000US24027","Howard County, MD",425900,443300,441000,445400,444500,476600,10550,10986,12918,10039,9942,11970
"05000US24025","Harford County, MD",269500,274600,290600,280600,292500,297200,8446,6750.999999999999,8086,6949.999999999999,7647.999999999999,9204
"05000US48005","Angelina County, TX",90100,80800,96200,104600,111700,109300,7924.999999999999,6045,11797,16117,8793,24235
"05000US12069","Lake County, FL",126800,141400,155100,163600,185200,204000,6495,5492,4317,4111,8292,7914
"05000US51810","Virginia Beach city, VA",259200,261800,262900,271400,282300,285400,6307,6271,5906,5252,5799,5142
"05000US24021","Frederick County, MD",304000,309900,311800,329400,334100,338700,8732,9374,9744,9107,8849,7737
"05000US24017","Charles County, MD",273800,285300,287900,310200,318000,318900,12032,8991,7398.999999999999,10611,9219,8984
"05000US48021","Bastrop County, TX",113500,126300,156900,182300,180900,171600,17466,16626,13635.999999999998,25059,25525,18674
"05000US12071","Lee County, FL",154800,163400,184200,210900,225300,235000,5384,4654,8619,6187,5501,5429
"05000US24015","Cecil County, MD",248200,226800,242500,238400,234500,240500,14402,10578,12311,10465,7912.000000000001,11627
"05000US24013","Carroll County, MD",314100,325100,330700,334900,336700,348500,10220,7983,8178.999999999999,8538,8085,9622
"05000US48027","Bell County, TX",131600,127700,133200,141100,147200,153500,5853,5655,7253,6897.999999999999,4537,6237
"05000US12073","Leon County, FL",176100,184600,179100,197600,201300,210700,5823,7191,8578,7710.000000000001,10067,9842
"05000US51800","Suffolk city, VA",228200,237200,234200,247600,252000,265600,8681,9536,8284,11214,12183,13143
"05000US24009","Calvert County, MD",338500,340700,345300,356400,355400,362500,17107,16638,17449,14731,16821,16886
"05000US24005","Baltimore County, MD",236800,246400,250200,256800,259700,269900,4294,4155,4975,5833,5283,4745
"05000US48029","Bexar County, TX",126500,133500,142100,150200,160100,169700,2365,2513,2965,3005,2517,2953
"05000US12081","Manatee County, FL",160400,178700,194000,215700,233900,254100,8140,8477,8396,8738,8754,7822.000000000001
"05000US24003","Anne Arundel County, MD",329300,336000,345900,359600,360200,371400,6727,7066,6324,6149,6934,6528
"05000US48037","Bowie County, TX",104600,117100,101400,111100,132000,116500,11781,11678,10121,12926,13944.999999999998,13972
"05000US24001","Allegany County, MD",117700,122700,115500,115400,120400,113900,8281,10007,10068,7296.000000000001,11958,7328.999999999999
"05000US12083","Marion County, FL",107100,101300,120500,127000,137300,150600,6825.000000000001,5967,7114,7332,7868,6133
"05000US51770","Roanoke city, VA",131800,136500,134100,125500,136300,131400,6467,5973,8592,7917.000000000001,10454,8470
"05000US23031","York County, ME",226700,221900,238300,236000,248000,262900,7281.000000000001,8051.999999999999,6220,6486,8585,7832.000000000001
"05000US48039","Brazoria County, TX",147600,150300,164300,174800,195200,205600,7383,6463,5665,10695,7129.000000000001,10632
"05000US23019","Penobscot County, ME",133000,135500,143100,136300,136300,149500,6179,9551,9242,6514,6204,6331
"05000US12085","Martin County, FL",191100,201000,233100,257300,280800,297700,13698,19399,12537,16296,15963.999999999998,15808
"05000US23011","Kennebec County, ME",151500,148600,151900,152900,163100,156300,7383.999999999999,7426.000000000001,7669,5942,6698,5729
"05000US48041","Brazos County, TX",150100,161200,177000,187600,190600,231700,7490,6997.000000000001,9634,8775,9743,11307
"05000US23005","Cumberland County, ME",239800,257500,261300,270500,273400,294400,4593,7878,7470.999999999999,5494,5477,7939.000000000001
"05000US12086","Miami-Dade County, FL",192500,216000,251900,265200,288100,317100,4653,3674,3998,4086.9999999999995,4074,5027
"05000US51760","Richmond city, VA",189200,201200,199900,211400,233200,255900,13121,13752,11925,11526,14104.000000000001,15327
"05000US23003","Aroostook County, ME",90400,89000,104200,98800,101000,96700,7114,4237,7484,6253,5942,6599
"05000US48061","Cameron County, TX",82300,76200,82800,80000,92000,86500,2946,3453.9999999999995,2983,3713.0000000000004,3969,3112
"05000US23001","Androscoggin County, ME",145900,153800,147500,155800,153500,158900,6147,6192,6726,6429,7275,7323
"05000US12087","Monroe County, FL",356200,417000,409900,464700,513700,541900,27590.999999999996,39111,36353,29731,48695,46200
"05000US22109","Terrebonne Parish, LA",136400,143500,137900,150600,151100,151400,9268,16250,10758,11788,8187,9823
"05000US48085","Collin County, TX",216200,232100,261800,288100,323500,340600,5102,4295,4741,4419,5868,5505
"05000US22105","Tangipahoa Parish, LA",136300,131700,136700,175700,157500,162800,11663,15639.000000000001,12767,15069,10867,8192
"05000US12089","Nassau County, FL",161600,176000,213500,223100,234000,225300,12772,11582,12810,16216,11032,12162
"05000US51740","Portsmouth city, VA",166600,171400,162300,174800,175200,182600,4474,6600,6841,10734,8143.999999999999,8729
"05000US22103","St. Tammany Parish, LA",189600,204800,204700,210700,214300,228800,10435,7647,7768,8397,8859,8898
"05000US48091","Comal County, TX",197900,230100,239300,268200,282300,286900,12962,12535,21286,23024,16882,10524
"05000US22097","St. Landry Parish, LA",86800,94300,89400,108500,109100,129200,7393.999999999999,6064,5773,8534,6832,18605
"05000US12091","Okaloosa County, FL",184100,186000,204200,209400,209800,232900,6528,11638,10641,9329,8876,10275
"05000US22079","Rapides Parish, LA",128700,122300,139400,133400,142200,153900,10566,8049.000000000001,10757,8211,8829,9362
"05000US48099","Coryell County, TX",99600,106900,113700,99300,115200,118100,10449,9920,9657,10323,9180,9413
"05000US22073","Ouachita Parish, LA",130300,125900,130200,144000,151300,163500,9885,8416,10660,13982,11624,9561
"05000US12095","Orange County, FL",158100,171100,190700,214000,234400,259000,3502,2949,5950,5641,5601,5331
"05000US51710","Norfolk city, VA",189900,190000,204800,195500,204400,212500,4549,5114,8724,4266,7555.999999999999,8138
"05000US22071","Orleans Parish, LA",183100,192000,216800,219700,227800,242900,5297,7082.000000000001,7931,8942,10285,8652
"05000US48113","Dallas County, TX",127200,135500,145800,154300,175000,196300,2870,2874,2564,2517,3075,3502
"05000US22063","Livingston Parish, LA",150100,141800,159600,159500,163200,170100,10643,11775,7674,6568,10295,9143
"05000US12097","Osceola County, FL",134800,138200,160700,184900,197900,218900,10443,8061,6434,9354,6961,6588
"05000US22057","Lafourche Parish, LA",134600,131400,152400,153700,156400,155000,12145,13564,10930,10154,10101,8863
"05000US48121","Denton County, TX",190600,205000,224600,251400,280600,305200,4219,6232,3762.9999999999995,6505,4546,7436.000000000001
"05000US22055","Lafayette Parish, LA",163300,164200,172300,181100,188000,193500,5409,5685,5798,8677,6464,8699
"05000US12099","Palm Beach County, FL",193000,211200,246200,269600,282900,299800,6164,5226,4550,5487,5125,5807
"05000US51700","Newport News city, VA",184600,184900,196400,185000,192500,204900,5707,6426,6554,5140,6862.999999999999,9041
"05000US22051","Jefferson Parish, LA",170900,168800,181400,173900,184500,191900,3098,3389.0000000000004,4475,4316,4929,4631
"05000US48135","Ector County, TX",91600,123700,126100,126700,149500,148000,8713,10500,11007,8915,13516.000000000001,11755
"05000US22045","Iberia Parish, LA",99400,101300,95800,116300,122600,128900,14761,12625,13555,10991,13865.000000000001,13837
"05000US12101","Pasco County, FL",113700,123900,137700,145000,161500,174500,4129,5573,6869,6026,4951,5710
"05000US22033","East Baton Rouge Parish, LA",165900,170000,189800,180400,191200,200400,4929,4594,7337,8787,7042.000000000001,8952
"05000US48139","Ellis County, TX",137600,145900,167100,167300,190400,209000,5968,7410,7342,8734,14352,10520
"05000US22019","Calcasieu Parish, LA",114900,116100,140600,146800,165900,162400,7176.999999999999,9829,10040,11406,8254,8125
"05000US12103","Pinellas County, FL",138000,150900,170500,186500,197300,215800,4239,3658.0000000000004,3734.0000000000004,4109,5367,5126
"05000US51680","Lynchburg city, VA",147900,144600,156100,153600,160400,175500,7926,10959,6072,9968,6907,10460
"05000US22017","Caddo Parish, LA",118500,123600,144600,151500,149000,143300,7729,7774,7554,7580.999999999999,9385,5862
"05000US48141","El Paso County, TX",111200,114900,114000,119700,122300,123900,2339,2414,2596,2724,2391,3149
"05000US22015","Bossier Parish, LA",150500,155400,168500,175500,170400,159600,9959,13061,9397,14483.999999999998,8122,11756
"05000US12105","Polk County, FL",101800,105400,123100,135300,153700,161300,4152,5041,4744,5252,3193,5260
"05000US22005","Ascension Parish, LA",172600,162700,183300,195600,211000,221500,10999,5253,8235,13154,11064,9512
"05000US48157","Fort Bend County, TX",194100,210400,239400,258800,264000,276900,6530,7436.000000000001,6954,7607.999999999999,6377,7727.999999999999
"05000US21227","Warren County, KY",139500,146200,144100,157500,166600,180300,8552,13713,9503,12582,7594,11271
"05000US12107","Putnam County, FL",83700,83600,82300,83700,86600,90600,9650,4364,7413.999999999999,9227,6673,11705
"05000US51650","Hampton city, VA",185200,188900,183700,194900,184100,186400,9287,7512,8623,8106.000000000001,5772,6503
"05000US48167","Galveston County, TX",154200,151200,174700,184600,206400,202300,5670,8137,7368.999999999999,10834,12035,8579
"05000US21185","Oldham County, KY",,,,265900,287800,304200,,,,16002,15839.000000000001,20902
"05000US21151","Madison County, KY",136300,149500,149000,153100,159700,161800,14248.999999999998,8321,8385,7398.999999999999,5181,8202
"05000US12109","St. Johns County, FL",238400,248800,273000,296100,297600,324000,11320,11258,10901,10007,10996,11543
"05000US21145","McCracken County, KY",104500,129100,142800,137000,148400,147900,14341,10191,14257,12174,10353,12685
"05000US48181","Grayson County, TX",99300,109100,112300,125200,139500,163100,7896,6859,7200,10476,10985,9922
"05000US21117","Kenton County, KY",140700,149700,148000,153000,159200,162300,6343,5679,5976,7991.999999999999,5680,6227
"05000US12111","St. Lucie County, FL",125700,131900,149300,166500,179700,214200,6816,8356,6325,6211,12842,8702
"05000US51550","Chesapeake city, VA",253900,253000,259200,267100,270200,274600,9788,9246,7062.000000000001,9532,6842.999999999999,6962.000000000001
"05000US21111","Jefferson County, KY",151600,153100,155700,164500,174400,182500,3765,3193,3346,3529,3848,4613
"05000US48183","Gregg County, TX",132300,126400,130100,123600,137600,141100,9698,11415,10496,12743,10579,10062
"05000US21093","Hardin County, KY",142200,142200,145300,162200,151200,162600,7632,6696,10283,10451,8541,8678
"05000US12113","Santa Rosa County, FL",156400,164000,169200,189100,192900,209000,6710,7402,6391,18488,11857,10513
"05000US21067","Fayette County, KY",170600,165500,170200,181200,193100,193300,4817,3428,4061,4598,7059.999999999999,5884
"05000US48187","Guadalupe County, TX",162400,165900,173900,182300,190000,210200,8402,4481,7899.999999999999,7211.999999999999,6349,6273
"05000US21059","Daviess County, KY",112400,121400,117500,138900,136200,142500,5273,7627.999999999999,7019,8823,7041,6082
"05000US12115","Sarasota County, FL",172600,186600,217500,235600,253000,261400,6932,8297,7560,7473.000000000001,9816,11270
"05000US51510","Alexandria city, VA",462500,520300,541700,578500,573200,561800,26838,29972.000000000003,33398,30715,28732,28536.000000000003
"05000US21047","Christian County, KY",111700,112800,104500,113200,122800,122600,22977,11736,9198,10377,11593,14589
"05000US48201","Harris County, TX",133100,142100,156000,166600,174000,187100,1809,1984,2208,1766,1673,2437
"05000US21037","Campbell County, KY",149600,157600,164100,166000,180500,177500,8182,8802,9626,8716,10650,10718
"05000US12117","Seminole County, FL",165200,183600,196000,229900,236400,267400,6846,8857,6569,6127,8813,6383
"05000US21029","Bullitt County, KY",150100,143700,147200,156600,164600,173600,9723,8763,6926,6045,6054,8956
"05000US48203","Harrison County, TX",100200,108900,109700,107500,141700,138300,11263,22805,15744.999999999998,15893.999999999998,16452,26760
"05000US21015","Boone County, KY",175300,181300,185700,178600,191500,195800,8319,7444,9031,9029,8935,8272
"05000US12119","Sumter County, FL",218800,224200,243500,249500,259000,255200,15250.000000000001,10719,9527,12903,10417,10894
"05000US51199","York County, VA",295300,306000,309600,337100,328500,326000,15380.999999999998,18837,15836,18726,15752,13582
"05000US20209","Wyandotte County, KS",90000,87200,89300,93300,108400,107200,3797.9999999999995,3736,4033,4080,4960,7575
"05000US48209","Hays County, TX",191400,183400,203900,222500,234400,246900,13463,8443,14667.999999999998,10815,8852,9160
"05000US20177","Shawnee County, KS",121000,121900,129300,135600,131100,136000,5352,5123,5152,5241,6580,5365
"05000US12127","Volusia County, FL",123400,133700,141900,162700,173300,193800,4301,5061,4778,3676,3402,4416
"05000US20173","Sedgwick County, KS",123600,128600,129900,132700,141600,147700,3506.0000000000004,2922,3410.0000000000004,2711,3259,3701
"05000US48213","Henderson County, TX",90500,86600,108800,100400,116000,106300,6629,10068,6194,12485,20222,9580
"05000US12131","Walton County, FL",,,,224000,227900,256000,,,,18697,20531,34301
"05000US20161","Riley County, KS",174100,183100,187400,193400,200900,216200,17472,12655,12385,13924.999999999998,15744.999999999998,18638
"05000US20103","Leavenworth County, KS",169000,160300,170500,174700,177600,196000,14686,10686,9418,11740,13251,17715
"05000US48215","Hidalgo County, TX",79400,79400,81700,85200,86100,87500,2316,2779,2803,2550,2795,3387.9999999999995
"05000US13013","Barrow County, GA",112400,117300,140800,142300,156400,169300,4935,4698,7464,5805,5128,5261
"05000US51179","Stafford County, VA",312100,315000,318800,337500,346400,348900,11400,10060,9193,8799,9004,7746
"05000US20091","Johnson County, KS",214900,221400,230900,242900,255200,277300,4596,3289,4196,4126,5357,4906
"05000US20045","Douglas County, KS",186400,175700,179700,192500,211600,208100,6454,9793,12833,9701,14920,14491
"05000US48231","Hunt County, TX",89900,85500,112400,102700,137300,144100,12757,4502,9420,9493,10946,12212
"05000US13015","Bartow County, GA",131400,117100,144400,155700,165400,177900,7976,6163,10539,8468,8195,9352
"05000US20015","Butler County, KS",125600,145600,142600,145200,153400,148200,7746,11673,8865,12666,9683,16210
"05000US19193","Woodbury County, IA",103300,103200,113900,120100,123200,128100,5829,7103,6154,6632,12272,9369
"05000US48245","Jefferson County, TX",94800,94600,101000,108300,107200,125800,4754,3443,5692,5459,6767,7431.000000000001
"05000US13021","Bibb County, GA",123000,110600,106600,113000,117400,125300,10574,8317,8089.000000000001,11089,8142,9600
"05000US51177","Spotsylvania County, VA",241100,249500,269600,275400,285900,295400,11850,12062,9304,8636,8624,11174
"05000US19169","Story County, IA",158100,167000,177400,173800,200300,191300,8861,6140,11299,11606,13125,9312
"05000US19163","Scott County, IA",146600,144600,154200,162000,158800,171300,6188,4855,5346,5784,5329,5490
"05000US48251","Johnson County, TX",108300,118000,135300,141900,154200,163800,8160,8654,11926,9154,8591,11581
"05000US13031","Bulloch County, GA",123400,114000,140500,147400,135400,146700,9989,15525.000000000001,18099,11711,13202,19293
"05000US19155","Pottawattamie County, IA",121600,129100,136400,136400,141500,141700,4760,7849.999999999999,8035,6847,5935,6748.000000000001
"05000US19153","Polk County, IA",156600,161000,159800,171800,180700,189200,3529.9999999999995,3223,3219,3046,5336,5620
"05000US48257","Kaufman County, TX",150000,127300,145600,163400,182300,190100,8031.999999999999,11435,11844,7746,9183,13605.999999999998
"05000US13045","Carroll County, GA",105600,121700,125400,123500,132800,143400,8088,9954,10709,9890,11657,8249
"05000US51165","Rockingham County, VA",201900,207800,193800,215700,221700,209000,13779,14810,8692,14662.000000000001,12930,12684
"05000US19113","Linn County, IA",145400,151000,149600,151700,157600,157200,4576,5299,4798,5485,3987.0000000000004,4560
"05000US19103","Johnson County, IA",197100,205100,196900,238000,226400,236300,9689,9490,9629,11108,7722,13735.999999999998
"05000US48291","Liberty County, TX",89000,80900,106100,94300,99200,115700,16437,7672.999999999999,14422,10346,10953,10998
"05000US13047","Catoosa County, GA",135200,129100,137500,142100,137900,142300,10301,9178,5427,7335,12046,11614
"05000US19061","Dubuque County, IA",146100,147200,161700,161600,167600,167100,6129,4520,4932,5631,5678,6767
"05000US19049","Dallas County, IA",190500,213600,205700,234700,243300,269600,11908,12569,13847,17391,17353,15404
"05000US48303","Lubbock County, TX",106700,113300,124500,134900,137700,148600,6010,4724,5407,8376,4895,7817.000000000001
"05000US13051","Chatham County, GA",174800,165900,176500,176200,192500,213400,9227,5256,9574,13807,13629,12404
"05000US51161","Roanoke County, VA",182200,190100,191200,205400,196700,196400,8816,6014,7318.999999999999,8650,7425,8249
"05000US19013","Black Hawk County, IA",127800,134700,140500,141800,153300,143900,7458.000000000001,5807,6770.999999999999,4898,4501,7500
"05000US18177","Wayne County, IN",87900,90700,102400,98700,105900,92000,7612.999999999999,7181,7702,6706,7664,7779
"05000US48309","McLennan County, TX",113300,117800,124500,124800,139800,160300,7520.999999999999,4751,6490,6786,7480,5297
"05000US13057","Cherokee County, GA",187300,183200,223200,236100,251100,264000,10813,8586,9341,9006,10630,10031
"05000US18167","Vigo County, IN",90500,90000,88000,100100,93900,98200,5851,8696,5864,7104.999999999999,9615,9640
"05000US18163","Vanderburgh County, IN",113600,119700,118600,124700,131700,139300,6588,6041,6168,6609,6139,6425
"05000US48329","Midland County, TX",162800,168100,198000,190400,202100,215300,10604,9941,11808,12735,15547,11698
"05000US13059","Clarke County, GA",141800,150000,153300,170400,167300,191800,10825,10184,7983,11436,10383,9936
"05000US51153","Prince William County, VA",339800,341000,369600,366000,378800,394800,8843,8610,7004,8130,7909,6745
"05000US18157","Tippecanoe County, IN",133300,143400,144100,151100,149800,158600,8811,7882.000000000001,7560.999999999999,7691,6927.999999999999,7798
"05000US18141","St. Joseph County, IN",104200,112800,122600,126900,126600,136500,4818,4245,4838,5826,5510,6499
"05000US48339","Montgomery County, TX",171300,187200,201300,225600,235400,245000,6392,12043,10095,10005,9824,11161
"05000US13063","Clayton County, GA",78200,85700,91200,94900,103500,116700,3679,3271,5417,4485,5666,6117
"05000US18127","Porter County, IN",166200,165200,174700,177400,189800,189500,5174,6007,7093,6226,7478.000000000001,5537
"05000US18109","Morgan County, IN",135400,140400,156900,147100,163600,158400,11497,8450,7235,10294,11698,8662
"05000US48347","Nacogdoches County, TX",122200,103500,107100,119200,141600,144400,26707,20618,17687,23900,18619,20135
"05000US13067","Cobb County, GA",182700,203600,224300,234100,254300,278700,5602,7338.999999999999,4936,6981,6812.999999999999,6048
"05000US51121","Montgomery County, VA",187400,206800,212400,221500,238300,215600,13483,18902,21342,24867,18697,17488
"05000US18105","Monroe County, IN",158600,163000,163500,169000,171800,184800,7175,7479,9236,7570.999999999999,9360,11385
"05000US18097","Marion County, IN",116300,117500,122400,128300,137400,142700,2125,2544,2047,2467,2389,2756
"05000US48355","Nueces County, TX",107300,112500,122200,130800,138600,141100,5109,6503,5462,7709,4996,5745
"05000US13073","Columbia County, GA",173700,171800,185500,189800,201000,217500,10725,8021.999999999999,7453.000000000001,9490,14267,10387
"05000US18095","Madison County, IN",96300,89300,88400,92900,94200,107200,4662,3067,3079,4607,4388,4371
"05000US18091","LaPorte County, IN",125200,128300,126000,124200,131300,133600,7983,5713,10070,8390,8515,8761
"05000US48361","Orange County, TX",108700,96600,107100,105300,107100,119500,11140,6601,5866,8846,10778,17418
"05000US13077","Coweta County, GA",175200,189400,187400,188600,213800,233700,9771,8336,7274.000000000001,11920,10675,11963
"05000US51107","Loudoun County, VA",438300,474600,477700,482700,508800,533500,12006,11364,10398,8886,12378,12498
"05000US18089","Lake County, IN",135800,134600,138900,148100,147200,154000,3947,3367,3160,5011,4063.0000000000004,4567
"05000US18085","Kosciusko County, IN",128100,145600,141100,142400,154900,145500,9069,10488,11829,12035,14204.999999999998,7083
"05000US48367","Parker County, TX",153600,172800,166700,177100,216100,241300,18129,13620.999999999998,13739,14530,14847.000000000001,18676
"05000US13089","DeKalb County, GA",154800,158800,176800,200500,199800,235100,6349,6283,7629,8914,8962,8396
"05000US18081","Johnson County, IN",139300,147800,148400,151500,164700,178700,6512,9197,6106,8081,6866,10418
"05000US18067","Howard County, IN",98000,101500,100800,109400,98500,122900,6321,6222,7974.000000000001,7220,7612,8693
"05000US48375","Potter County, TX",90400,85300,91300,87800,91200,92500,5150,4287,4698,4426,8100,6891
"05000US13095","Dougherty County, GA",96900,102800,100900,90000,101400,104100,11346,12661,10381,10233,9156,11814
"05000US51095","James City County, VA",300800,325600,332700,326200,347400,351000,19998,20103,22191,18168,16364,15941
"05000US18063","Hendricks County, IN",155900,168700,169500,174100,186700,199100,6081,6747,7771,8187,7672.999999999999,10916
"05000US18059","Hancock County, IN",154900,164300,154700,169000,160500,177600,8230,6674,8552,6667,7388,12088
